source,population,feature,n,p05,median,p95
BAC009S0002W0122.wav,all_full_frames,rms_dbfs,299,-66.52350560838991,-45.81808593430332,-36.151091307925405
BAC009S0002W0122.wav,all_full_frames,zcr,299,0.003134796238244514,0.050156739811912224,0.5520376175548588
BAC009S0002W0122.wav,all_full_frames,crest_factor_db,299,3.863165046123343,7.345498246148012,10.706024925469956
BAC009S0002W0122.wav,all_full_frames,centroid_hz,299,72.52688575118187,359.75317765170576,4864.66942452214
BAC009S0002W0122.wav,all_full_frames,bandwidth_hz,299,86.75676631889982,386.9039576361239,2056.2077741859416
BAC009S0002W0122.wav,all_full_frames,rolloff95_hz,299,100.0,550.0,6950.0
BAC009S0002W0122.wav,all_full_frames,flatness,299,0.00022879991894483108,0.0036782127368135847,0.12837437618787145
BAC009S0002W0122.wav,all_full_frames,spectral_entropy,299,0.15241794187736632,0.3602082478963358,0.7512056671888451
BAC009S0002W0122.wav,all_full_frames,flux_l2,298,0.05312170516406996,0.21604716116226733,0.5636335456323044
BAC009S0002W0122.wav,all_full_frames,rms_change_db,298,-5.687173386229616,-0.18722493574093235,6.70862487560957
BAC009S0002W0122.wav,all_full_frames,rms_std_200ms_db,290,1.5939371566168674,3.862231092556266,8.679681218913297
BAC009S0002W0122.wav,all_full_frames,band_0_300_pct,299,2.0098914875927907,46.42908254039575,99.20906626945879
BAC009S0002W0122.wav,all_full_frames,band_300_1000_pct,299,0.19586071960591667,29.813888148198853,87.79519103935377
BAC009S0002W0122.wav,all_full_frames,band_1000_2000_pct,299,0.02116514043065569,1.267174799588838,22.571264574248982
BAC009S0002W0122.wav,all_full_frames,band_2000_4000_pct,299,0.015566135877235288,0.45878330202670803,17.419768177790303
BAC009S0002W0122.wav,all_full_frames,band_4000_8000_pct,299,0.004638076435432349,0.13198043078923793,65.9707946151402
BAC009S0002W0122.wav,all_full_frames,f0_hz,117,155.12079862407853,169.22769350978152,182.51161834491765
BAC009S0002W0122.wav,all_full_frames,yin_confidence,297,0.0,0.0,0.9837989974186763
BAC009S0002W0122.wav,energy_selected_frames,rms_dbfs,197,-48.979393000373314,-41.85179412538055,-35.68149525110051
BAC009S0002W0122.wav,energy_selected_frames,zcr,197,0.008777429467084642,0.05329153605015674,0.6043887147335422
BAC009S0002W0122.wav,energy_selected_frames,crest_factor_db,197,4.078052504082662,7.484050909580617,10.699775233293542
BAC009S0002W0122.wav,energy_selected_frames,centroid_hz,197,58.48956499354162,388.4868301757123,5026.8717863302145
BAC009S0002W0122.wav,energy_selected_frames,bandwidth_hz,197,70.52158314796134,374.353831332973,1731.0623091773186
BAC009S0002W0122.wav,energy_selected_frames,rolloff95_hz,197,100.0,800.0,6909.999999999999
BAC009S0002W0122.wav,energy_selected_frames,flatness,197,0.000148750217820097,0.002122571119334806,0.11948594840074865
BAC009S0002W0122.wav,energy_selected_frames,spectral_entropy,197,0.1176930467414808,0.3913541885210883,0.7406731686055119
BAC009S0002W0122.wav,energy_selected_frames,flux_l2,197,0.03683930381988868,0.18935776409586869,0.538537251101661
BAC009S0002W0122.wav,energy_selected_frames,rms_change_db,197,-3.9753334164839784,0.021596602414255983,7.005531632830751
BAC009S0002W0122.wav,energy_selected_frames,rms_std_200ms_db,197,1.230938134805497,3.7197910024853544,9.024247424540036
BAC009S0002W0122.wav,energy_selected_frames,band_0_300_pct,197,1.4011488708900826,34.54790468329727,99.807932135571
BAC009S0002W0122.wav,energy_selected_frames,band_300_1000_pct,197,0.09084985703775227,44.00828782785308,87.84396450051251
BAC009S0002W0122.wav,energy_selected_frames,band_1000_2000_pct,197,0.011383478175312402,2.271811995555958,23.69883143008698
BAC009S0002W0122.wav,energy_selected_frames,band_2000_4000_pct,197,0.013262080460544393,0.46695133007885564,15.445263257802413
BAC009S0002W0122.wav,energy_selected_frames,band_4000_8000_pct,197,0.004113354963947273,0.09897264306242005,68.07212160489286
BAC009S0002W0122.wav,energy_selected_frames,f0_hz,117,155.12079862407853,169.22769350978152,182.51161834491765
BAC009S0002W0122.wav,energy_selected_frames,yin_confidence,196,0.0,0.89213601485461,0.9881198103766612
BAC009S0002W0122.wav,voiced_candidates,rms_dbfs,117,-47.71840449991639,-40.141413140114075,-35.49045870765794
BAC009S0002W0122.wav,voiced_candidates,zcr,117,0.0219435736677116,0.047021943573667714,0.10094043887147332
BAC009S0002W0122.wav,voiced_candidates,crest_factor_db,117,4.543059422610007,6.949007605191863,9.02157554107201
BAC009S0002W0122.wav,voiced_candidates,centroid_hz,117,184.7137224644253,344.3132999348616,778.9754748881209
BAC009S0002W0122.wav,voiced_candidates,bandwidth_hz,117,91.8223455078495,337.6196741580822,565.2625742368419
BAC009S0002W0122.wav,voiced_candidates,rolloff95_hz,117,200.0,500.0,1500.0
BAC009S0002W0122.wav,voiced_candidates,flatness,117,0.000148750217820097,0.0016108016545112258,0.007614011663861832
BAC009S0002W0122.wav,voiced_candidates,spectral_entropy,117,0.194995067808203,0.3484032857483747,0.5340530811699703
BAC009S0002W0122.wav,voiced_candidates,flux_l2,117,0.03307711939702175,0.14494878144032852,0.36441347072192026
BAC009S0002W0122.wav,voiced_candidates,rms_change_db,117,-3.6255626021829315,-0.18669605939324896,3.1210802129439776
BAC009S0002W0122.wav,voiced_candidates,rms_std_200ms_db,117,0.8979636427840564,3.6723196027608047,8.616969121578775
BAC009S0002W0122.wav,voiced_candidates,band_0_300_pct,117,5.1756199906790545,42.221463771811955,98.28896276744702
BAC009S0002W0122.wav,voiced_candidates,band_300_1000_pct,117,1.4671109022340851,48.830731123486004,88.64020190235193
BAC009S0002W0122.wav,voiced_candidates,band_1000_2000_pct,117,0.010487813573940644,2.230882107770524,20.068506080386758
BAC009S0002W0122.wav,voiced_candidates,band_2000_4000_pct,117,0.02586356630982106,0.38473651842110457,2.3414183821841585
BAC009S0002W0122.wav,voiced_candidates,band_4000_8000_pct,117,0.004113354963947273,0.07687383972882962,0.4846610953701199
BAC009S0002W0122.wav,voiced_candidates,f0_hz,117,155.12079862407853,169.22769350978152,182.51161834491765
BAC009S0002W0122.wav,voiced_candidates,yin_confidence,117,0.8745280547218686,0.952315652720537,0.9913933322386317
BAC009S0002W0123.wav,all_full_frames,rms_dbfs,193,-63.96680859731964,-46.9528014194278,-36.619559915946
BAC009S0002W0123.wav,all_full_frames,zcr,193,0.003134796238244514,0.03761755485893417,0.26081504702194264
BAC009S0002W0123.wav,all_full_frames,crest_factor_db,193,3.651296548955049,6.808388234627091,9.806868610253296
BAC009S0002W0123.wav,all_full_frames,centroid_hz,193,62.21107789074455,234.59290432638704,1963.0114695132825
BAC009S0002W0123.wav,all_full_frames,bandwidth_hz,193,68.83510947874302,374.5819642301536,2082.8410806401794
BAC009S0002W0123.wav,all_full_frames,rolloff95_hz,193,100.0,400.0,6969.999999999999
BAC009S0002W0123.wav,all_full_frames,flatness,193,0.00021900665375614037,0.003937121184402891,0.10219569314649499
BAC009S0002W0123.wav,all_full_frames,spectral_entropy,193,0.11134116463196594,0.31346164052695824,0.6869200762142172
BAC009S0002W0123.wav,all_full_frames,flux_l2,192,0.04458250504569188,0.21481988306365493,0.5505708858398453
BAC009S0002W0123.wav,all_full_frames,rms_change_db,192,-6.53815296192585,-0.39425373602316327,7.349622059480303
BAC009S0002W0123.wav,all_full_frames,rms_std_200ms_db,184,1.9766880290062627,4.3547741953291315,7.903805868831692
BAC009S0002W0123.wav,all_full_frames,band_0_300_pct,193,10.652039084017748,84.38827860787448,99.7560943527897
BAC009S0002W0123.wav,all_full_frames,band_300_1000_pct,193,0.13801412516978318,6.466908211025213,77.73509082568043
BAC009S0002W0123.wav,all_full_frames,band_1000_2000_pct,193,0.009978646890708305,0.4894462269450384,9.747728002595004
BAC009S0002W0123.wav,all_full_frames,band_2000_4000_pct,193,0.009156734104698208,0.35776241453469887,7.001850434207531
BAC009S0002W0123.wav,all_full_frames,band_4000_8000_pct,193,0.004693822487643602,0.1643381828605482,21.75834351644049
BAC009S0002W0123.wav,all_full_frames,f0_hz,74,145.86912230416533,173.49977254232425,183.14545378974736
BAC009S0002W0123.wav,all_full_frames,yin_confidence,191,0.0,0.0,0.9868232087836791
BAC009S0002W0123.wav,energy_selected_frames,rms_dbfs,112,-49.002760783035676,-42.67616409947047,-36.283829875214806
BAC009S0002W0123.wav,energy_selected_frames,zcr,112,0.011442006269592481,0.05172413793103448,0.2832288401253896
BAC009S0002W0123.wav,energy_selected_frames,crest_factor_db,112,3.889379934877933,7.160133794420566,9.568539448366666
BAC009S0002W0123.wav,energy_selected_frames,centroid_hz,112,60.020363326986164,318.2185092820921,1869.9663544010184
BAC009S0002W0123.wav,energy_selected_frames,bandwidth_hz,112,49.80484893799595,391.6239686433853,1732.35530721726
BAC009S0002W0123.wav,energy_selected_frames,rolloff95_hz,112,100.0,475.0,6647.499999999994
BAC009S0002W0123.wav,energy_selected_frames,flatness,112,0.00010760034262617679,0.00299135815308827,0.07170776700229839
BAC009S0002W0123.wav,energy_selected_frames,spectral_entropy,112,0.1313265949942502,0.34635374861945273,0.626392965193827
BAC009S0002W0123.wav,energy_selected_frames,flux_l2,112,0.03391675258261283,0.18669102975434698,0.46285849761327746
BAC009S0002W0123.wav,energy_selected_frames,rms_change_db,112,-3.9094371897507707,0.08195199869474834,7.102956089303865
BAC009S0002W0123.wav,energy_selected_frames,rms_std_200ms_db,112,1.9228316468882751,4.409995687250982,8.474749054464107
BAC009S0002W0123.wav,energy_selected_frames,band_0_300_pct,112,7.423168460884163,65.63161639543726,99.89701847104425
BAC009S0002W0123.wav,energy_selected_frames,band_300_1000_pct,112,0.03923646049441866,27.984121738157143,84.53891427929851
BAC009S0002W0123.wav,energy_selected_frames,band_1000_2000_pct,112,0.005196920524494272,0.3396415156307724,10.532291467237496
BAC009S0002W0123.wav,energy_selected_frames,band_2000_4000_pct,112,0.005432310885784814,0.37383766975244387,7.041340684578554
BAC009S0002W0123.wav,energy_selected_frames,band_4000_8000_pct,112,0.0029498918489645975,0.1694257836792371,21.95075535635712
BAC009S0002W0123.wav,energy_selected_frames,f0_hz,74,145.86912230416533,173.49977254232425,183.14545378974736
BAC009S0002W0123.wav,energy_selected_frames,yin_confidence,112,0.0,0.9199109953102684,0.9900815128272924
BAC009S0002W0123.wav,voiced_candidates,rms_dbfs,74,-47.55672117801667,-40.667064000031786,-36.17119063863907
BAC009S0002W0123.wav,voiced_candidates,zcr,74,0.0219435736677116,0.0438871473354232,0.1161442006269592
BAC009S0002W0123.wav,voiced_candidates,crest_factor_db,74,4.686667793509724,6.541810005877007,8.985893025299244
BAC009S0002W0123.wav,voiced_candidates,centroid_hz,74,181.41984407111926,265.06475415164937,536.6205226533647
BAC009S0002W0123.wav,voiced_candidates,bandwidth_hz,74,75.67954109926617,297.58719403571644,763.3813834276689
BAC009S0002W0123.wav,voiced_candidates,rolloff95_hz,74,250.0,400.0,1800.0
BAC009S0002W0123.wav,voiced_candidates,flatness,74,0.00017344492838621616,0.0016633796902934307,0.009599187108765268
BAC009S0002W0123.wav,voiced_candidates,spectral_entropy,74,0.19451389253644477,0.3116189150928268,0.5049752344590338
BAC009S0002W0123.wav,voiced_candidates,flux_l2,74,0.03265190955993102,0.12941865438225855,0.3151434716394902
BAC009S0002W0123.wav,voiced_candidates,rms_change_db,74,-5.579633684514451,-0.5094300499986169,3.573799971643795
BAC009S0002W0123.wav,voiced_candidates,rms_std_200ms_db,74,1.5865775799117492,4.479317958469767,8.101425336573692
BAC009S0002W0123.wav,voiced_candidates,band_0_300_pct,74,12.055426607661499,71.59964228607083,98.67380850890189
BAC009S0002W0123.wav,voiced_candidates,band_300_1000_pct,74,1.091730215275916,26.733704242166002,84.43945499433677
BAC009S0002W0123.wav,voiced_candidates,band_1000_2000_pct,74,0.006503564820012535,0.2770920163685491,9.06181440173645
BAC009S0002W0123.wav,voiced_candidates,band_2000_4000_pct,74,0.010751842165988458,0.17196680970061046,2.81057707053841
BAC009S0002W0123.wav,voiced_candidates,band_4000_8000_pct,74,0.003832892875853376,0.13228030582606126,1.1679807520320415
BAC009S0002W0123.wav,voiced_candidates,f0_hz,74,145.86912230416533,173.49977254232425,183.14545378974736
BAC009S0002W0123.wav,voiced_candidates,yin_confidence,74,0.85789873806356,0.947681904617859,0.9910333191548738
BAC009S0002W0124.wav,all_full_frames,rms_dbfs,270,-63.737042749793886,-45.65691246971795,-36.882925208988894
BAC009S0002W0124.wav,all_full_frames,zcr,270,0.003134796238244514,0.050156739811912224,0.6286833855799373
BAC009S0002W0124.wav,all_full_frames,crest_factor_db,270,4.518604272819947,7.643924853568377,11.027176470978302
BAC009S0002W0124.wav,all_full_frames,centroid_hz,270,101.85434417276144,376.482794039061,5366.111448016629
BAC009S0002W0124.wav,all_full_frames,bandwidth_hz,270,156.5536173620201,412.90839820331746,2395.3137752423177
BAC009S0002W0124.wav,all_full_frames,rolloff95_hz,270,150.0,750.0,7250.0
BAC009S0002W0124.wav,all_full_frames,flatness,270,0.0004521004758832021,0.005076906582190441,0.16914020322781334
BAC009S0002W0124.wav,all_full_frames,spectral_entropy,270,0.18977325339124718,0.3918671572484901,0.7843303800189058
BAC009S0002W0124.wav,all_full_frames,flux_l2,269,0.063801355737101,0.23249905558861253,0.567583463778247
BAC009S0002W0124.wav,all_full_frames,rms_change_db,269,-5.096172302143278,-0.02381469202074271,6.001701390336375
BAC009S0002W0124.wav,all_full_frames,rms_std_200ms_db,261,1.9726290825551644,3.741539549586097,7.275260703643977
BAC009S0002W0124.wav,all_full_frames,band_0_300_pct,270,1.8498433565174273,38.50556912765673,98.34217777818702
BAC009S0002W0124.wav,all_full_frames,band_300_1000_pct,270,0.5724379719624753,30.30234274122441,90.56675293936475
BAC009S0002W0124.wav,all_full_frames,band_1000_2000_pct,270,0.05741687464671779,1.298057684877876,13.888421896577709
BAC009S0002W0124.wav,all_full_frames,band_2000_4000_pct,270,0.03918360654310029,0.4990461369434891,22.029774487622706
BAC009S0002W0124.wav,all_full_frames,band_4000_8000_pct,270,0.013515838358931163,0.22675648467733805,75.43546879102131
BAC009S0002W0124.wav,all_full_frames,f0_hz,86,164.0416894557162,173.77701599997317,297.17455375435514
BAC009S0002W0124.wav,all_full_frames,yin_confidence,268,0.0,0.0,0.9805078603167197
BAC009S0002W0124.wav,energy_selected_frames,rms_dbfs,179,-48.987107495260595,-42.53379913495017,-36.52060526096784
BAC009S0002W0124.wav,energy_selected_frames,zcr,179,0.0219435736677116,0.05329153605015674,0.6561128526645768
BAC009S0002W0124.wav,energy_selected_frames,crest_factor_db,179,4.753692905727884,7.744542304660743,10.79589866482638
BAC009S0002W0124.wav,energy_selected_frames,centroid_hz,179,190.075545234767,395.0624122084107,5582.007951464646
BAC009S0002W0124.wav,energy_selected_frames,bandwidth_hz,179,128.21860754871048,386.39791048496204,2028.5723202264758
BAC009S0002W0124.wav,energy_selected_frames,rolloff95_hz,179,245.00000000000003,700.0,7155.0
BAC009S0002W0124.wav,energy_selected_frames,flatness,179,0.0003614571521459647,0.0027377889914308173,0.15296023991180624
BAC009S0002W0124.wav,energy_selected_frames,spectral_entropy,179,0.20753521861099275,0.39082747293974995,0.7805724912217513
BAC009S0002W0124.wav,energy_selected_frames,flux_l2,179,0.043205420020729995,0.22809641465836894,0.5423594852856906
BAC009S0002W0124.wav,energy_selected_frames,rms_change_db,179,-4.239324637332807,0.35241422657950494,6.410798764223139
BAC009S0002W0124.wav,energy_selected_frames,rms_std_200ms_db,179,1.6685628864259654,3.643715920303683,7.485272880600333
BAC009S0002W0124.wav,energy_selected_frames,band_0_300_pct,179,1.4450543166225502,32.19180830797053,96.96262794629673
BAC009S0002W0124.wav,energy_selected_frames,band_300_1000_pct,179,0.6742731100449144,49.97305222167548,93.48498721475151
BAC009S0002W0124.wav,energy_selected_frames,band_1000_2000_pct,179,0.030002097730324036,1.2923913323498817,12.515304221460623
BAC009S0002W0124.wav,energy_selected_frames,band_2000_4000_pct,179,0.03495537396069286,0.3537100888069262,17.255352396641307
BAC009S0002W0124.wav,energy_selected_frames,band_4000_8000_pct,179,0.006144795307367735,0.15018648527998704,83.77259550156545
